avg     	gen	max    	min     	std    	time   
-2025.33	5  	-2025.3	-2031.4 	0.313675 	58.5929
-2025.33	6  	-2025.3	-2029.52	0.242559 	66.4703
-2025.35	7  	-2025.3	-2042.02	0.771237 	74.5476
-2025.32	8  	-2025.3	-2029.52	0.250864 	82.4587
-2025.31	9  	-2025.3	-2026   	0.0539793	90.264 
-2025.34	10 	-2025.3	-2032.3 	0.396365 	98.3234
-2025.34	11 	-2025.3	-2035.07	0.511092 	106.244
avg     	gen	max    	min     	std      	time   
-2025.94	0  	-2025.3	-2050.38	1.93019  	19.6298
-2025.37	1  	-2025.3	-2029.52	0.338602 	27.285 
-2025.36	2  	-2025.3	-2035.07	0.567317 	34.9238
-2025.36	3  	-2025.3	-2035.07	0.567121 	42.8442
-2025.37	4  	-2025.3	-2035.07	0.662104 	50.6434
-2025.33	5  	-2025.3	-2031.4 	0.313675 	58.5929
-2025.33	6  	-2025.3	-2029.52	0.242559 	66.4703
-2025.35	7  	-2025.3	-2042.02	0.771237 	74.5476
-2025.32	8  	-2025.3	-2029.52	0.250864 	82.4587
-2025.31	9  	-2025.3	-2026   	0.0539793	90.264 
-2025.34	10 	-2025.3	-2032.3 	0.396365 	98.3234
-2025.34	11 	-2025.3	-2035.07	0.511092 	106.244
-2025.33	12 	-2025.3	-2029.52	0.3088   	114.26 
avg     	gen	max    	min     	std      	time   
-2025.94	0  	-2025.3	-2050.38	1.93019  	19.6298
-2025.37	1  	-2025.3	-2029.52	0.338602 	27.285 
-2025.36	2  	-2025.3	-2035.07	0.567317 	34.9238
-2025.36	3  	-2025.3	-2035.07	0.567121 	42.8442
-2025.37	4  	-2025.3	-2035.07	0.662104 	50.6434
-2025.33	5  	-2025.3	-2031.4 	0.313675 	58.5929
-2025.33	6  	-2025.3	-2029.52	0.242559 	66.4703
-2025.35	7  	-2025.3	-2042.02	0.771237 	74.5476
-2025.32	8  	-2025.3	-2029.52	0.250864 	82.4587
-2025.31	9  	-2025.3	-2026   	0.0539793	90.264 
-2025.34	10 	-2025.3	-2032.3 	0.396365 	98.3234
-2025.34	11 	-2025.3	-2035.07	0.511092 	106.244
-2025.33	12 	-2025.3	-2029.52	0.3088   	114.26 
-2025.33	13 	-2025.3	-2029.52	0.281886 	122.306
avg     	gen	max    	min     	std      	time   
-2025.94	0  	-2025.3	-2050.38	1.93019  	19.6298
-2025.37	1  	-2025.3	-2029.52	0.338602 	27.285 
-2025.36	2  	-2025.3	-2035.07	0.567317 	34.9238
-2025.36	3  	-2025.3	-2035.07	0.567121 	42.8442
-2025.37	4  	-2025.3	-2035.07	0.662104 	50.6434
-2025.33	5  	-2025.3	-2031.4 	0.313675 	58.5929
-2025.33	6  	-2025.3	-2029.52	0.242559 	66.4703
-2025.35	7  	-2025.3	-2042.02	0.771237 	74.5476
-2025.32	8  	-2025.3	-2029.52	0.250864 	82.4587
-2025.31	9  	-2025.3	-2026   	0.0539793	90.264 
-2025.34	10 	-2025.3	-2032.3 	0.396365 	98.3234
-2025.34	11 	-2025.3	-2035.07	0.511092 	106.244
-2025.33	12 	-2025.3	-2029.52	0.3088   	114.26 
-2025.33	13 	-2025.3	-2029.52	0.281886 	122.306
-2025.38	14 	-2025.3	-2065.99	1.81826  	130.324
avg     	gen	max    	min     	std      	time   
-2025.94	0  	-2025.3	-2050.38	1.93019  	19.6298
-2025.37	1  	-2025.3	-2029.52	0.338602 	27.285 
-2025.36	2  	-2025.3	-2035.07	0.567317 	34.9238
-2025.36	3  	-2025.3	-2035.07	0.567121 	42.8442
-2025.37	4  	-2025.3	-2035.07	0.662104 	50.6434
-2025.33	5  	-2025.3	-2031.4 	0.313675 	58.5929
-2025.33	6  	-2025.3	-2029.52	0.242559 	66.4703
-2025.35	7  	-2025.3	-2042.02	0.771237 	74.5476
-2025.32	8  	-2025.3	-2029.52	0.250864 	82.4587
-2025.31	9  	-2025.3	-2026   	0.0539793	90.264 
-2025.34	10 	-2025.3	-2032.3 	0.396365 	98.3234
-2025.34	11 	-2025.3	-2035.07	0.511092 	106.244
-2025.33	12 	-2025.3	-2029.52	0.3088   	114.26 
-2025.33	13 	-2025.3	-2029.52	0.281886 	122.306
-2025.38	14 	-2025.3	-2065.99	1.81826  	130.324
-2025.3 	15 	-2025.3	-2026.35	0.0467209	138.1  
avg     	gen	max    	min     	std      	time   
-2025.94	0  	-2025.3	-2050.38	1.93019  	19.6298
-2025.37	1  	-2025.3	-2029.52	0.338602 	27.285 
-2025.36	2  	-2025.3	-2035.07	0.567317 	34.9238
-2025.36	3  	-2025.3	-2035.07	0.567121 	42.8442
-2025.37	4  	-2025.3	-2035.07	0.662104 	50.6434
-2025.33	5  	-2025.3	-2031.4 	0.313675 	58.5929
-2025.33	6  	-2025.3	-2029.52	0.242559 	66.4703
-2025.35	7  	-2025.3	-2042.02	0.771237 	74.5476
-2025.32	8  	-2025.3	-2029.52	0.250864 	82.4587
-2025.31	9  	-2025.3	-2026   	0.0539793	90.264 
-2025.34	10 	-2025.3	-2032.3 	0.396365 	98.3234
-2025.34	11 	-2025.3	-2035.07	0.511092 	106.244
-2025.33	12 	-2025.3	-2029.52	0.3088   	114.26 
-2025.33	13 	-2025.3	-2029.52	0.281886 	122.306
-2025.38	14 	-2025.3	-2065.99	1.81826  	130.324
-2025.3 	15 	-2025.3	-2026.35	0.0467209	138.1  
-2025.37	16 	-2025.3	-2043   	0.874251 	145.803
avg     	gen	max    	min     	std        	time   
-2025.94	0  	-2025.3	-2050.38	1.93019    	19.6298
-2025.37	1  	-2025.3	-2029.52	0.338602   	27.285 
-2025.36	2  	-2025.3	-2035.07	0.567317   	34.9238
-2025.36	3  	-2025.3	-2035.07	0.567121   	42.8442
-2025.37	4  	-2025.3	-2035.07	0.662104   	50.6434
-2025.33	5  	-2025.3	-2031.4 	0.313675   	58.5929
-2025.33	6  	-2025.3	-2029.52	0.242559   	66.4703
-2025.35	7  	-2025.3	-2042.02	0.771237   	74.5476
-2025.32	8  	-2025.3	-2029.52	0.250864   	82.4587
-2025.31	9  	-2025.3	-2026   	0.0539793  	90.264 
-2025.34	10 	-2025.3	-2032.3 	0.396365   	98.3234
-2025.34	11 	-2025.3	-2035.07	0.511092   	106.244
-2025.33	12 	-2025.3	-2029.52	0.3088     	114.26 
-2025.33	13 	-2025.3	-2029.52	0.281886   	122.306
-2025.38	14 	-2025.3	-2065.99	1.81826    	130.324
-2025.3 	15 	-2025.3	-2026.35	0.0467209  	138.1  
-2025.37	16 	-2025.3	-2043   	0.874251   	145.803
-2025.3 	17 	-2025.3	-2025.3 	6.82121e-13	153.843
avg     	gen	max    	min     	std        	time   
-2025.94	0  	-2025.3	-2050.38	1.93019    	19.6298
-2025.37	1  	-2025.3	-2029.52	0.338602   	27.285 
-2025.36	2  	-2025.3	-2035.07	0.567317   	34.9238
-2025.36	3  	-2025.3	-2035.07	0.567121   	42.8442
-2025.37	4  	-2025.3	-2035.07	0.662104   	50.6434
-2025.33	5  	-2025.3	-2031.4 	0.313675   	58.5929
-2025.33	6  	-2025.3	-2029.52	0.242559   	66.4703
-2025.35	7  	-2025.3	-2042.02	0.771237   	74.5476
-2025.32	8  	-2025.3	-2029.52	0.250864   	82.4587
-2025.31	9  	-2025.3	-2026   	0.0539793  	90.264 
-2025.34	10 	-2025.3	-2032.3 	0.396365   	98.3234
-2025.34	11 	-2025.3	-2035.07	0.511092   	106.244
-2025.33	12 	-2025.3	-2029.52	0.3088     	114.26 
-2025.33	13 	-2025.3	-2029.52	0.281886   	122.306
-2025.38	14 	-2025.3	-2065.99	1.81826    	130.324
-2025.3 	15 	-2025.3	-2026.35	0.0467209  	138.1  
-2025.37	16 	-2025.3	-2043   	0.874251   	145.803
-2025.3 	17 	-2025.3	-2025.3 	6.82121e-13	153.843
-2025.3 	18 	-2025.3	-2025.3 	6.82121e-13	161.92 
avg     	gen	max    	min     	std        	time   
-2025.94	0  	-2025.3	-2050.38	1.93019    	19.6298
-2025.37	1  	-2025.3	-2029.52	0.338602   	27.285 
-2025.36	2  	-2025.3	-2035.07	0.567317   	34.9238
-2025.36	3  	-2025.3	-2035.07	0.567121   	42.8442
-2025.37	4  	-2025.3	-2035.07	0.662104   	50.6434
-2025.33	5  	-2025.3	-2031.4 	0.313675   	58.5929
-2025.33	6  	-2025.3	-2029.52	0.242559   	66.4703
-2025.35	7  	-2025.3	-2042.02	0.771237   	74.5476
-2025.32	8  	-2025.3	-2029.52	0.250864   	82.4587
-2025.31	9  	-2025.3	-2026   	0.0539793  	90.264 
-2025.34	10 	-2025.3	-2032.3 	0.396365   	98.3234
-2025.34	11 	-2025.3	-2035.07	0.511092   	106.244
-2025.33	12 	-2025.3	-2029.52	0.3088     	114.26 
-2025.33	13 	-2025.3	-2029.52	0.281886   	122.306
-2025.38	14 	-2025.3	-2065.99	1.81826    	130.324
-2025.3 	15 	-2025.3	-2026.35	0.0467209  	138.1  
-2025.37	16 	-2025.3	-2043   	0.874251   	145.803
-2025.3 	17 	-2025.3	-2025.3 	6.82121e-13	153.843
-2025.3 	18 	-2025.3	-2025.3 	6.82121e-13	161.92 
-2025.39	19 	-2025.3	-2065.99	1.83234    	169.767
avg     	gen	max    	min     	std        	time   
-2025.94	0  	-2025.3	-2050.38	1.93019    	19.6298
-2025.37	1  	-2025.3	-2029.52	0.338602   	27.285 
-2025.36	2  	-2025.3	-2035.07	0.567317   	34.9238
-2025.36	3  	-2025.3	-2035.07	0.567121   	42.8442
-2025.37	4  	-2025.3	-2035.07	0.662104   	50.6434
-2025.33	5  	-2025.3	-2031.4 	0.313675   	58.5929
-2025.33	6  	-2025.3	-2029.52	0.242559   	66.4703
-2025.35	7  	-2025.3	-2042.02	0.771237   	74.5476
-2025.32	8  	-2025.3	-2029.52	0.250864   	82.4587
-2025.31	9  	-2025.3	-2026   	0.0539793  	90.264 
-2025.34	10 	-2025.3	-2032.3 	0.396365   	98.3234
-2025.34	11 	-2025.3	-2035.07	0.511092   	106.244
-2025.33	12 	-2025.3	-2029.52	0.3088     	114.26 
-2025.33	13 	-2025.3	-2029.52	0.281886   	122.306
-2025.38	14 	-2025.3	-2065.99	1.81826    	130.324
-2025.3 	15 	-2025.3	-2026.35	0.0467209  	138.1  
-2025.37	16 	-2025.3	-2043   	0.874251   	145.803
-2025.3 	17 	-2025.3	-2025.3 	6.82121e-13	153.843
-2025.3 	18 	-2025.3	-2025.3 	6.82121e-13	161.92 
-2025.39	19 	-2025.3	-2065.99	1.83234    	169.767
-2025.32	20 	-2025.3	-2029.52	0.264102   	177.759
avg     	gen	max    	min     	std        	time   
-2025.94	0  	-2025.3	-2050.38	1.93019    	19.6298
-2025.37	1  	-2025.3	-2029.52	0.338602   	27.285 
-2025.36	2  	-2025.3	-2035.07	0.567317   	34.9238
-2025.36	3  	-2025.3	-2035.07	0.567121   	42.8442
-2025.37	4  	-2025.3	-2035.07	0.662104   	50.6434
-2025.33	5  	-2025.3	-2031.4 	0.313675   	58.5929
-2025.33	6  	-2025.3	-2029.52	0.242559   	66.4703
-2025.35	7  	-2025.3	-2042.02	0.771237   	74.5476
-2025.32	8  	-2025.3	-2029.52	0.250864   	82.4587
-2025.31	9  	-2025.3	-2026   	0.0539793  	90.264 
-2025.34	10 	-2025.3	-2032.3 	0.396365   	98.3234
-2025.34	11 	-2025.3	-2035.07	0.511092   	106.244
-2025.33	12 	-2025.3	-2029.52	0.3088     	114.26 
-2025.33	13 	-2025.3	-2029.52	0.281886   	122.306
-2025.38	14 	-2025.3	-2065.99	1.81826    	130.324
-2025.3 	15 	-2025.3	-2026.35	0.0467209  	138.1  
-2025.37	16 	-2025.3	-2043   	0.874251   	145.803
-2025.3 	17 	-2025.3	-2025.3 	6.82121e-13	153.843
-2025.3 	18 	-2025.3	-2025.3 	6.82121e-13	161.92 
-2025.39	19 	-2025.3	-2065.99	1.83234    	169.767
-2025.32	20 	-2025.3	-2029.52	0.264102   	177.759
-2025.31	21 	-2025.3	-2029.52	0.216732   	185.586
avg     	gen	max    	min     	std        	time   
-2025.94	0  	-2025.3	-2050.38	1.93019    	19.6298
-2025.37	1  	-2025.3	-2029.52	0.338602   	27.285 
-2025.36	2  	-2025.3	-2035.07	0.567317   	34.9238
-2025.36	3  	-2025.3	-2035.07	0.567121   	42.8442
-2025.37	4  	-2025.3	-2035.07	0.662104   	50.6434
-2025.33	5  	-2025.3	-2031.4 	0.313675   	58.5929
-2025.33	6  	-2025.3	-2029.52	0.242559   	66.4703
-2025.35	7  	-2025.3	-2042.02	0.771237   	74.5476
-2025.32	8  	-2025.3	-2029.52	0.250864   	82.4587
-2025.31	9  	-2025.3	-2026   	0.0539793  	90.264 
-2025.34	10 	-2025.3	-2032.3 	0.396365   	98.3234
-2025.34	11 	-2025.3	-2035.07	0.511092   	106.244
-2025.33	12 	-2025.3	-2029.52	0.3088     	114.26 
-2025.33	13 	-2025.3	-2029.52	0.281886   	122.306
-2025.38	14 	-2025.3	-2065.99	1.81826    	130.324
-2025.3 	15 	-2025.3	-2026.35	0.0467209  	138.1  
-2025.37	16 	-2025.3	-2043   	0.874251   	145.803
-2025.3 	17 	-2025.3	-2025.3 	6.82121e-13	153.843
-2025.3 	18 	-2025.3	-2025.3 	6.82121e-13	161.92 
-2025.39	19 	-2025.3	-2065.99	1.83234    	169.767
-2025.32	20 	-2025.3	-2029.52	0.264102   	177.759
-2025.31	21 	-2025.3	-2029.52	0.216732   	185.586
-2025.34	22 	-2025.3	-2029.52	0.337377   	193.616
avg     	gen	max    	min     	std        	time   
-2025.94	0  	-2025.3	-2050.38	1.93019    	19.6298
-2025.37	1  	-2025.3	-2029.52	0.338602   	27.285 
-2025.36	2  	-2025.3	-2035.07	0.567317   	34.9238
-2025.36	3  	-2025.3	-2035.07	0.567121   	42.8442
-2025.37	4  	-2025.3	-2035.07	0.662104   	50.6434
-2025.33	5  	-2025.3	-2031.4 	0.313675   	58.5929
-2025.33	6  	-2025.3	-2029.52	0.242559   	66.4703
-2025.35	7  	-2025.3	-2042.02	0.771237   	74.5476
-2025.32	8  	-2025.3	-2029.52	0.250864   	82.4587
-2025.31	9  	-2025.3	-2026   	0.0539793  	90.264 
-2025.34	10 	-2025.3	-2032.3 	0.396365   	98.3234
-2025.34	11 	-2025.3	-2035.07	0.511092   	106.244
-2025.33	12 	-2025.3	-2029.52	0.3088     	114.26 
-2025.33	13 	-2025.3	-2029.52	0.281886   	122.306
-2025.38	14 	-2025.3	-2065.99	1.81826    	130.324
-2025.3 	15 	-2025.3	-2026.35	0.0467209  	138.1  
-2025.37	16 	-2025.3	-2043   	0.874251   	145.803
-2025.3 	17 	-2025.3	-2025.3 	6.82121e-13	153.843
-2025.3 	18 	-2025.3	-2025.3 	6.82121e-13	161.92 
-2025.39	19 	-2025.3	-2065.99	1.83234    	169.767
-2025.32	20 	-2025.3	-2029.52	0.264102   	177.759
-2025.31	21 	-2025.3	-2029.52	0.216732   	185.586
-2025.34	22 	-2025.3	-2029.52	0.337377   	193.616
-2025.31	23 	-2025.3	-2027.7 	0.1305     	201.514
avg     	gen	max    	min     	std        	time   
-2025.94	0  	-2025.3	-2050.38	1.93019    	19.6298
-2025.37	1  	-2025.3	-2029.52	0.338602   	27.285 
-2025.36	2  	-2025.3	-2035.07	0.567317   	34.9238
-2025.36	3  	-2025.3	-2035.07	0.567121   	42.8442
-2025.37	4  	-2025.3	-2035.07	0.662104   	50.6434
-2025.33	5  	-2025.3	-2031.4 	0.313675   	58.5929
-2025.33	6  	-2025.3	-2029.52	0.242559   	66.4703
-2025.35	7  	-2025.3	-2042.02	0.771237   	74.5476
-2025.32	8  	-2025.3	-2029.52	0.250864   	82.4587
-2025.31	9  	-2025.3	-2026   	0.0539793  	90.264 
-2025.34	10 	-2025.3	-2032.3 	0.396365   	98.3234
-2025.34	11 	-2025.3	-2035.07	0.511092   	106.244
-2025.33	12 	-2025.3	-2029.52	0.3088     	114.26 
-2025.33	13 	-2025.3	-2029.52	0.281886   	122.306
-2025.38	14 	-2025.3	-2065.99	1.81826    	130.324
-2025.3 	15 	-2025.3	-2026.35	0.0467209  	138.1  
-2025.37	16 	-2025.3	-2043   	0.874251   	145.803
-2025.3 	17 	-2025.3	-2025.3 	6.82121e-13	153.843
-2025.3 	18 	-2025.3	-2025.3 	6.82121e-13	161.92 
-2025.39	19 	-2025.3	-2065.99	1.83234    	169.767
-2025.32	20 	-2025.3	-2029.52	0.264102   	177.759
-2025.31	21 	-2025.3	-2029.52	0.216732   	185.586
-2025.34	22 	-2025.3	-2029.52	0.337377   	193.616
-2025.31	23 	-2025.3	-2027.7 	0.1305     	201.514
-2025.31	24 	-2025.3	-2027.9 	0.116251   	209.459
avg     	gen	max    	min     	std        	time   
-2025.94	0  	-2025.3	-2050.38	1.93019    	19.6298
-2025.37	1  	-2025.3	-2029.52	0.338602   	27.285 
-2025.36	2  	-2025.3	-2035.07	0.567317   	34.9238
-2025.36	3  	-2025.3	-2035.07	0.567121   	42.8442
-2025.37	4  	-2025.3	-2035.07	0.662104   	50.6434
-2025.33	5  	-2025.3	-2031.4 	0.313675   	58.5929
-2025.33	6  	-2025.3	-2029.52	0.242559   	66.4703
-2025.35	7  	-2025.3	-2042.02	0.771237   	74.5476
-2025.32	8  	-2025.3	-2029.52	0.250864   	82.4587
-2025.31	9  	-2025.3	-2026   	0.0539793  	90.264 
-2025.34	10 	-2025.3	-2032.3 	0.396365   	98.3234
-2025.34	11 	-2025.3	-2035.07	0.511092   	106.244
-2025.33	12 	-2025.3	-2029.52	0.3088     	114.26 
-2025.33	13 	-2025.3	-2029.52	0.281886   	122.306
-2025.38	14 	-2025.3	-2065.99	1.81826    	130.324
-2025.3 	15 	-2025.3	-2026.35	0.0467209  	138.1  
-2025.37	16 	-2025.3	-2043   	0.874251   	145.803
-2025.3 	17 	-2025.3	-2025.3 	6.82121e-13	153.843
-2025.3 	18 	-2025.3	-2025.3 	6.82121e-13	161.92 
-2025.39	19 	-2025.3	-2065.99	1.83234    	169.767
-2025.32	20 	-2025.3	-2029.52	0.264102   	177.759
-2025.31	21 	-2025.3	-2029.52	0.216732   	185.586
-2025.34	22 	-2025.3	-2029.52	0.337377   	193.616
-2025.31	23 	-2025.3	-2027.7 	0.1305     	201.514
-2025.31	24 	-2025.3	-2027.9 	0.116251   	209.459
-2025.31	25 	-2025.3	-2027.9 	0.117568   	217.435
avg     	gen	max    	min     	std        	time   
-2025.94	0  	-2025.3	-2050.38	1.93019    	19.6298
-2025.37	1  	-2025.3	-2029.52	0.338602   	27.285 
-2025.36	2  	-2025.3	-2035.07	0.567317   	34.9238
-2025.36	3  	-2025.3	-2035.07	0.567121   	42.8442
-2025.37	4  	-2025.3	-2035.07	0.662104   	50.6434
-2025.33	5  	-2025.3	-2031.4 	0.313675   	58.5929
-2025.33	6  	-2025.3	-2029.52	0.242559   	66.4703
-2025.35	7  	-2025.3	-2042.02	0.771237   	74.5476
-2025.32	8  	-2025.3	-2029.52	0.250864   	82.4587
-2025.31	9  	-2025.3	-2026   	0.0539793  	90.264 
-2025.34	10 	-2025.3	-2032.3 	0.396365   	98.3234
-2025.34	11 	-2025.3	-2035.07	0.511092   	106.244
-2025.33	12 	-2025.3	-2029.52	0.3088     	114.26 
-2025.33	13 	-2025.3	-2029.52	0.281886   	122.306
-2025.38	14 	-2025.3	-2065.99	1.81826    	130.324
-2025.3 	15 	-2025.3	-2026.35	0.0467209  	138.1  
-2025.37	16 	-2025.3	-2043   	0.874251   	145.803
-2025.3 	17 	-2025.3	-2025.3 	6.82121e-13	153.843
-2025.3 	18 	-2025.3	-2025.3 	6.82121e-13	161.92 
-2025.39	19 	-2025.3	-2065.99	1.83234    	169.767
-2025.32	20 	-2025.3	-2029.52	0.264102   	177.759
-2025.31	21 	-2025.3	-2029.52	0.216732   	185.586
-2025.34	22 	-2025.3	-2029.52	0.337377   	193.616
-2025.31	23 	-2025.3	-2027.7 	0.1305     	201.514
-2025.31	24 	-2025.3	-2027.9 	0.116251   	209.459
-2025.31	25 	-2025.3	-2027.9 	0.117568   	217.435
-2025.3 	26 	-2025.3	-2025.3 	6.82121e-13	225.401
avg     	gen	max    	min     	std        	time   
-2025.94	0  	-2025.3	-2050.38	1.93019    	19.6298
-2025.37	1  	-2025.3	-2029.52	0.338602   	27.285 
-2025.36	2  	-2025.3	-2035.07	0.567317   	34.9238
-2025.36	3  	-2025.3	-2035.07	0.567121   	42.8442
-2025.37	4  	-2025.3	-2035.07	0.662104   	50.6434
-2025.33	5  	-2025.3	-2031.4 	0.313675   	58.5929
-2025.33	6  	-2025.3	-2029.52	0.242559   	66.4703
-2025.35	7  	-2025.3	-2042.02	0.771237   	74.5476
-2025.32	8  	-2025.3	-2029.52	0.250864   	82.4587
-2025.31	9  	-2025.3	-2026   	0.0539793  	90.264 
-2025.34	10 	-2025.3	-2032.3 	0.396365   	98.3234
-2025.34	11 	-2025.3	-2035.07	0.511092   	106.244
-2025.33	12 	-2025.3	-2029.52	0.3088     	114.26 
-2025.33	13 	-2025.3	-2029.52	0.281886   	122.306
-2025.38	14 	-2025.3	-2065.99	1.81826    	130.324
-2025.3 	15 	-2025.3	-2026.35	0.0467209  	138.1  
-2025.37	16 	-2025.3	-2043   	0.874251   	145.803
-2025.3 	17 	-2025.3	-2025.3 	6.82121e-13	153.843
-2025.3 	18 	-2025.3	-2025.3 	6.82121e-13	161.92 
-2025.39	19 	-2025.3	-2065.99	1.83234    	169.767
-2025.32	20 	-2025.3	-2029.52	0.264102   	177.759
-2025.31	21 	-2025.3	-2029.52	0.216732   	185.586
-2025.34	22 	-2025.3	-2029.52	0.337377   	193.616
-2025.31	23 	-2025.3	-2027.7 	0.1305     	201.514
-2025.31	24 	-2025.3	-2027.9 	0.116251   	209.459
-2025.31	25 	-2025.3	-2027.9 	0.117568   	217.435
-2025.3 	26 	-2025.3	-2025.3 	6.82121e-13	225.401
-2025.3 	27 	-2025.3	-2025.3 	6.82121e-13	233.037
avg     	gen	max    	min     	std        	time   
-2025.94	0  	-2025.3	-2050.38	1.93019    	19.6298
-2025.37	1  	-2025.3	-2029.52	0.338602   	27.285 
-2025.36	2  	-2025.3	-2035.07	0.567317   	34.9238
-2025.36	3  	-2025.3	-2035.07	0.567121   	42.8442
-2025.37	4  	-2025.3	-2035.07	0.662104   	50.6434
-2025.33	5  	-2025.3	-2031.4 	0.313675   	58.5929
-2025.33	6  	-2025.3	-2029.52	0.242559   	66.4703
-2025.35	7  	-2025.3	-2042.02	0.771237   	74.5476
-2025.32	8  	-2025.3	-2029.52	0.250864   	82.4587
-2025.31	9  	-2025.3	-2026   	0.0539793  	90.264 
-2025.34	10 	-2025.3	-2032.3 	0.396365   	98.3234
-2025.34	11 	-2025.3	-2035.07	0.511092   	106.244
-2025.33	12 	-2025.3	-2029.52	0.3088     	114.26 
