% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
136 +4.818989862e-01 +4.818989862e-01 -3.708101014e+00 -3.708101014e+00 +1.4270e+00 +3.9025e-01 -1.0293e-01
% function evaluation | noise-free fitness - Fopt (-1.816800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.097569405e+00 +7.097569405e+00 -1.745824306e+02 -1.745824306e+02 +1.2369e+00 -1.0555e+00 -2.3471e+00
35 +4.902975131e+00 +4.902975131e+00 -1.767770249e+02 -1.767770249e+02 +7.1686e-01 +1.7843e-01 -3.1041e+00
58 +3.718228356e+00 +3.718228356e+00 -1.779617716e+02 -1.779617716e+02 +1.1363e+00 +4.5975e-04 -2.7655e+00
145 +2.026869420e+00 +2.026869420e+00 -1.796531306e+02 -1.796531306e+02 +9.4880e-01 +1.8796e-02 -2.6602e+00
% function evaluation | noise-free fitness - Fopt (9.367000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.450559250e+01 +3.450559250e+01 +1.281755925e+02 +1.281755925e+02 +2.5828e+00 -3.7791e+00 +1.3162e+00
5 +2.142942216e+01 +2.142942216e+01 +1.150994222e+02 +1.150994222e+02 +2.7487e+00 +2.0246e+00 +2.0317e+00
16 +1.561708294e+01 +1.561708294e+01 +1.092870829e+02 +1.092870829e+02 +2.4351e+00 -2.3785e+00 -7.2946e-01
22 +8.467441771e+00 +8.467441771e+00 +1.021374418e+02 +1.021374418e+02 -2.5574e+00 +1.5008e-01 +5.4862e+00
23 +3.774658886e+00 +3.774658886e+00 +9.744465889e+01 +9.744465889e+01 -1.5852e+00 +1.4456e+00 +3.9486e+00
40 +1.017225322e+00 +1.017225322e+00 +9.468722532e+01 +9.468722532e+01 -2.2506e+00 +5.9233e-02 +1.9504e+00
149 +8.456966781e-01 +8.456966781e-01 +9.451569668e+01 +9.451569668e+01 -2.2485e+00 +6.0920e-02 +1.9489e+00
% function evaluation | noise-free fitness - Fopt (2.165000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.813542278e+01 +2.813542278e+01 +4.978542278e+01 +4.978542278e+01 -4.6633e+00 -8.2361e-01 +3.8057e+00
10 +1.723199769e+01 +1.723199769e+01 +3.888199769e+01 +3.888199769e+01 +2.1465e+00 +6.3427e-01 -3.9731e+00
11 +7.137944447e+00 +7.137944447e+00 +2.878794445e+01 +2.878794445e+01 -1.4391e+00 -8.4562e-01 -8.4261e-01
19 +6.053545011e+00 +6.053545011e+00 +2.770354501e+01 +2.770354501e+01 -3.8308e+00 +3.4412e+00 +1.9996e+00
44 +3.951986264e+00 +3.951986264e+00 +2.560198626e+01 +2.560198626e+01 -2.6734e+00 +2.4633e+00 +1.9833e+00
% function evaluation | noise-free fitness - Fopt (1.161100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.576632500e+02 +2.576632500e+02 +3.737732500e+02 +3.737732500e+02 +2.5765e+00 -3.9898e+00 +4.8653e+00
3 +1.836860905e+02 +1.836860905e+02 +2.997960905e+02 +2.997960905e+02 -4.2910e-01 -2.9751e+00 +7.2470e+00
5 +8.036195871e+01 +8.036195871e+01 +1.964719587e+02 +1.964719587e+02 +2.2961e+00 -5.0011e+00 +1.5905e+00
8 +2.880915342e+01 +2.880915342e+01 +1.449191534e+02 +1.449191534e+02 -1.8778e+00 -7.1235e+00 +2.0526e+00
10 +1.933291363e+01 +1.933291363e+01 +1.354429136e+02 +1.354429136e+02 -2.1337e+00 +1.4635e+00 -8.6053e-01
28 +7.035022021e+00 +7.035022021e+00 +1.231450220e+02 +1.231450220e+02 +6.1424e-02 -3.0387e+00 -7.4978e-01
43 +5.000449977e-01 +5.000449977e-01 +1.166100450e+02 +1.166100450e+02 -5.1009e-01 -8.7897e-01 +7.2738e-02
133 +2.712038876e-01 +2.712038876e-01 +1.163812039e+02 +1.163812039e+02 -6.2086e-01 -9.8092e-01 +2.7763e-01
176 +2.430673748e-01 +2.430673748e-01 +1.163530674e+02 +1.163530674e+02 -6.2441e-01 -9.7661e-01 +2.7834e-01
