% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
8 +2.246415273e+05 +2.246415273e+05 +2.246705073e+05 +2.246705073e+05 +8.4185e-01 +9.8778e-01
10 +2.224932624e+05 +2.224932624e+05 +2.225222424e+05 +2.225222424e+05 +6.8527e-01 +4.8055e-01
25 +1.775832179e+05 +1.775832179e+05 +1.776121979e+05 +1.776121979e+05 +9.3010e-01 +3.2544e-02
140 +1.730155608e+05 +1.730155608e+05 +1.730445408e+05 +1.730445408e+05 +9.7042e-01 +2.5849e-02
879 +1.696331189e+05 +1.696331189e+05 +1.696620989e+05 +1.696620989e+05 +9.9983e-01 +2.2832e-02
% function evaluation | noise-free fitness - Fopt (2.054400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.386475789e+04 +1.386475789e+04 +1.407019789e+04 +1.407019789e+04 +0.0000e+00 +0.0000e+00
2 +6.775838821e+03 +6.775838821e+03 +6.981278821e+03 +6.981278821e+03 +2.4155e-01 +5.3098e-01
10 +5.657477944e+03 +5.657477944e+03 +5.862917944e+03 +5.862917944e+03 +9.6875e-01 +6.8906e-01
11 +4.445801992e+03 +4.445801992e+03 +4.651241992e+03 +4.651241992e+03 +5.8657e-01 +7.2825e-01
15 +2.789684981e+03 +2.789684981e+03 +2.995124981e+03 +2.995124981e+03 +9.7772e-01 +9.7332e-01
51 +2.157567239e+03 +2.157567239e+03 +2.363007239e+03 +2.363007239e+03 +5.1001e-01 +9.9006e-01
95 +1.985203698e+03 +1.985203698e+03 +2.190643698e+03 +2.190643698e+03 +5.1209e-02 +9.9525e-01
% function evaluation | noise-free fitness - Fopt (-5.930000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.516394146e+03 +7.516394146e+03 +7.457094146e+03 +7.457094146e+03 +0.0000e+00 +0.0000e+00
2 +2.706119606e+02 +2.706119606e+02 +2.113119606e+02 +2.113119606e+02 +1.8698e-01 +6.6958e-01
3 +1.343898366e+02 +1.343898366e+02 +7.508983657e+01 +7.508983657e+01 +2.6947e-01 +6.5709e-01
12 +2.218954042e+01 +2.218954042e+01 -3.711045958e+01 -3.711045958e+01 +4.0736e-01 +5.9819e-01
13 +9.849822315e-02 +9.849822315e-02 -5.920150178e+01 -5.920150178e+01 +6.9848e-01 +6.1617e-01
27 +8.536596905e-02 +8.536596905e-02 -5.921463403e+01 -5.921463403e+01 +4.6911e-01 +5.9995e-01
147 +3.077476479e-02 +3.077476479e-02 -5.926922524e+01 -5.926922524e+01 +6.0099e-01 +5.4071e-01
186 +2.257081010e-02 +2.257081010e-02 -5.927742919e+01 -5.927742919e+01 +6.0919e-01 +5.5400e-01
220 +2.692690157e-03 +2.692690157e-03 -5.929730731e+01 -5.929730731e+01 +5.3788e-01 +5.2823e-01
12164 +1.365527339e-03 +1.365527339e-03 -5.929863447e+01 -5.929863447e+01 +4.9990e-01 +5.2823e-01
12987 +1.203748904e-03 +1.203748904e-03 -5.929879625e+01 -5.929879625e+01 +5.0428e-01 +5.2823e-01
14246 +2.018140222e-04 +2.018140222e-04 -5.929979819e+01 -5.929979819e+01 +5.0460e-01 +5.2315e-01
38885 +1.185796903e-04 +1.185796903e-04 -5.929988142e+01 -5.929988142e+01 +5.0462e-01 +5.2219e-01
51256 +1.058398658e-04 +1.058398658e-04 -5.929989416e+01 -5.929989416e+01 +5.0188e-01 +5.2219e-01
87771 +1.033608940e-04 +1.033608940e-04 -5.929989664e+01 -5.929989664e+01 +5.0247e-01 +5.2219e-01
% function evaluation | noise-free fitness - Fopt (-4.759000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.857168640e+05 +1.857168640e+05 +1.856692740e+05 +1.856692740e+05 +0.0000e+00 +0.0000e+00
2 +1.172483306e+05 +1.172483306e+05 +1.172007406e+05 +1.172007406e+05 +1.6782e-01 +7.4905e-01
7 +1.073898606e+05 +1.073898606e+05 +1.073422706e+05 +1.073422706e+05 +3.3992e-01 +9.8035e-01
98 +1.044707035e+05 +1.044707035e+05 +1.044231135e+05 +1.044231135e+05 +1.7672e-01 +9.6365e-01
219 +9.983270771e+04 +9.983270771e+04 +9.978511771e+04 +9.978511771e+04 +6.9060e-02 +9.7831e-01
4347 +9.724933889e+04 +9.724933889e+04 +9.720174889e+04 +9.720174889e+04 +1.3482e-02 +9.8516e-01
13902 +9.546427880e+04 +9.546427880e+04 +9.541668880e+04 +9.541668880e+04 +1.9797e-03 +9.9761e-01
% function evaluation | noise-free fitness - Fopt (-8.284000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.749161051e+04 +1.749161051e+04 +1.740877051e+04 +1.740877051e+04 +0.0000e+00 +0.0000e+00
9 +4.159173055e+03 +4.159173055e+03 +4.076333055e+03 +4.076333055e+03 +2.2252e-01 +9.0973e-01
11 +3.745627178e+03 +3.745627178e+03 +3.662787178e+03 +3.662787178e+03 +1.5221e-02 +7.9485e-01
92 +3.707155297e+03 +3.707155297e+03 +3.624315297e+03 +3.624315297e+03 +2.0681e-01 +9.5633e-01
144 +3.342052426e+03 +3.342052426e+03 +3.259212426e+03 +3.259212426e+03 +1.6760e-01 +9.9336e-01
169 +3.005839008e+03 +3.005839008e+03 +2.922999008e+03 +2.922999008e+03 +9.6813e-02 +9.5939e-01
187 +2.116676855e+03 +2.116676855e+03 +2.033836855e+03 +2.033836855e+03 +5.6057e-03 +9.4829e-01
2839 +1.997888297e+03 +1.997888297e+03 +1.915048297e+03 +1.915048297e+03 +1.5747e-02 +9.7927e-01
4785 +1.970295126e+03 +1.970295126e+03 +1.887455126e+03 +1.887455126e+03 +5.6057e-03 +9.8287e-01
12261 +1.938494756e+03 +1.938494756e+03 +1.855654756e+03 +1.855654756e+03 +5.6057e-03 +9.9563e-01
